name,region,rating,Red Wine_Collectible,Red Wine_Green Wine,Red Wine_Pink and Rosé,Red Wine_Red Wine,Red Wine_Screw Cap,Red Wine_Sparkling & Champagne,Red Wine_White Wine
Domaine de la Romanee-Conti Romanee St. Vivant Grand Cru 2005,"Burgundy, France",97.0,False,False,False,True,False,False,False
Domaine de la Romanee-Conti Romanee St. Vivant Grand Cru 2007,"Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de la Romanee-Conti Romanee St. Vivant Grand Cru 2009,"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",94.0,False,False,False,True,False,False,False
Domaine de la Solitude Chateauneuf-du-Pape 2012,"Chateauneuf-du-Pape, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de la Solitude Chateauneuf-du-Pape 2014,"Chateauneuf-du-Pape, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de la Solitude Chateauneuf-du-Pape 2015,"Chateauneuf-du-Pape, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine de la Solitude Chateauneuf-du-Pape Blanc 2016,"Chateauneuf-du-Pape, Rhone, France",95.0,False,False,False,False,False,False,True
Domaine de la Solitude Cotes du Rhone Blanc 2016,"Cotes du Rhone, Rhone, France",89.0,False,False,False,False,False,False,True
Domaine de la Solitude Cotes Du Rhone Red 2016,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de la Solitude Cotes du Rhone Rose 2017,"Cotes du Rhone, Rhone, France",89.0,False,False,True,False,False,False,False
Domaine de la Taille Aux Loups Montlouis Clos de Mosny 2014,"Montlouis, Touraine, Loire, France",93.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Montlouis Clos Michet 2015,"Montlouis, Touraine, Loire, France",91.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Montlouis Clos Michet 2016,"Montlouis, Touraine, Loire, France",91.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Montlouis Dix Arpents 2014,"Montlouis, Touraine, Loire, France",92.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Montlouis Remus 2016,"Montlouis, Touraine, Loire, France",93.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Montlouis sur Loire Les Hauts de Husseau 2015,"Montlouis, Touraine, Loire, France",93.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Montlouis sur Loire Moelleux 2015,"Montlouis, Touraine, Loire, France",92.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Montlouis sur Loire Remus 2016,"Montlouis, Touraine, Loire, France",93.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Vin de France Bretonniere 2014,France,92.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Vin de France Bretonniere 2015,France,91.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Vin de France Bretonniere 2017,France,90.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Vin de France Les Caburoches 2014,France,90.0,False,False,False,False,False,False,True
Domaine de la Taille Aux Loups Vin de France Venise 2014,France,90.0,False,False,False,False,False,False,True
Domaine de la Vieille Julienne Chateauneuf-du-Pape 2005,"Chateauneuf-du-Pape, Rhone, France",94.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape 2007,"Chateauneuf-du-Pape, Rhone, France",94.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape 2009,"Chateauneuf-du-Pape, Rhone, France",93.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape Cuvee Reserve 2012,"Chateauneuf-du-Pape, Rhone, France",96.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape Les Hauts-Lieux 2010,"Chateauneuf-du-Pape, Rhone, France",93.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape Les Hauts-Lieux 2012,"Chateauneuf-du-Pape, Rhone, France",93.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape Les Trois Sources 2012,"Chateauneuf-du-Pape, Rhone, France",94.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape Reserve 2005,"Chateauneuf-du-Pape, Rhone, France",96.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape Vieilles Vignes 1998,"Chateauneuf-du-Pape, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine de la Vieille Julienne Chateauneuf-du-Pape Vieilles Vignes 2000,"Chateauneuf-du-Pape, Rhone, France",97.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Beaune Blanc 2011,"Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Beaune Le Clos Du Roi Premier Cru 2011,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",92.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Charmes-Chambertin Les Mazoyeres Grand Cru 2013,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",96.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Charmes-Chambertin Les Mazoyeres Grand Cru 2014,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",95.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Charmes-Chambertin Les Mazoyeres Grand Cru 2015,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",95.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru (1.5 Liter Magnum) 2009,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru 2006,"Burgundy, France",91.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru 2008,"Burgundy, France",91.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru 2009,"Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru 2011,"Burgundy, France",92.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru 2012,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru 2013,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Clos de Vougeot Grand Cru 2014,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",92.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Cote de Beaune Les Pierres Blanches Blanc 2010,"Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Cote de Beaune Les Pierres Blanches Blanc 2011,"Cote de Beaune, Cote d'Or, Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Gevrey-Chambertin 2014,"Burgundy, France",92.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Gevrey-Chambertin 2015,"Burgundy, France",91.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Gevrey-Chambertin La Justice 2013,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Clos de Thorey Monopole Premier Cru 2012,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",91.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Clos de Thorey Monopole Premier Cru 2013,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Les Corvees Pagets Premier Cru 2010,"Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Les Corvees Pagets Premier Cru 2011,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Les Corvees Pagets Premier Cru 2014,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Les Damodes Premier Cru 2003,"Burgundy, France",92.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Les Damodes Premier Cru 2012,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",91.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Les Damodes Premier Cru 2013,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",94.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Nuits-Saint-Georges Les Damodes Premier Cru 2015,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",94.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Pommard Les Petits Noizons 2014,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Savigny les Beaune Blanc 2012,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",91.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Savigny les Beaune Blanc 2015,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Savigny-les-Beaune Les Marconnets Premier Cru 2009,"Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Terres de Famille Pinot Noir 2013,"Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Vougeot Clos du Prieure Blanc 2009,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",92.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Clos du Prieure Blanc 2011,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",92.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Clos du Prieure Blanc 2013,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",91.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Clos du Prieure Blanc 2014,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Clos du Prieure Monopole Rouge 2011,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",95.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Vougeot Clos du Prieure Monopole Rouge 2013,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Vougeot Clos du Prieure Monopole Rouge 2014,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Monopole Premier Cru 2003,"Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Monopole Premier Cru 2009,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Monopole Premier Cru 2011,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",92.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Monopole Premier Cru 2012,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Monopole Premier Cru 2013,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Monopole Premier Cru 2014,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",92.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Premier Cru Monopole 2015,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Le Clos Blanc de Vougeot Premier Cru Monopole 2016,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine de la Vougeraie Vougeot Les Cras Premier Cru 2003,"Burgundy, France",90.0,False,False,False,True,False,False,False
Domaine de Lancyre Roussanne 2010,"Languedoc, South of France, France",91.0,False,False,False,False,False,False,True
Domaine de l'Arlot Nuits-St-Georges Clos des Forets St Georges Premier Cru Monopole 2014,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",91.0,False,False,False,True,False,False,False
Domaine de l'Arlot Nuits-St-Georges Clos des Forets St Georges Premier Cru Monopole 2015,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de l'Arlot Nuits-St-Georges Clos des Forets St Georges Premier Cru Monopole 2017,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine De L'Echevin Guillaume De Rouville 2009,"Cotes du Rhone Villages, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine De L'Echevin Guillaume De Rouville 2015,"Cotes du Rhone Villages, Rhone, France",93.0,False,False,False,True,False,False,False
Domaine de l'Ecu Muscadet Sevre et Maine Gneiss 2013,"Pays Nantais, Loire, France",92.0,False,False,False,False,False,False,True
Domaine de l'Hortus Pic Saint Loup 2007,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Domaine de l'Hortus Pic Saint Loup Grande Cuvee 2004,"Languedoc, South of France, France",92.0,False,False,False,True,False,False,False
Domaine de l'Hortus Pic Saint Loup Grande Cuvee 2012,"Languedoc, South of France, France",93.0,False,False,False,True,False,False,False
Domaine de Malavieille Ch. Malavieille Coteaux du Languedoc Rouge Permien 2007,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf de Pape Blanc 2014,"Chateauneuf-du-Pape, Rhone, France",91.0,False,False,False,False,False,False,True
Domaine de Marcoux Chateauneuf de Pape Blanc 2017,"Chateauneuf-du-Pape, Rhone, France",92.0,False,False,False,False,False,False,True
Domaine de Marcoux Chateauneuf-du-Pape 1999,"Chateauneuf-du-Pape, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape 2007,"Chateauneuf-du-Pape, Rhone, France",94.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape 2008,"Chateauneuf-du-Pape, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape 2010,"Chateauneuf-du-Pape, Rhone, France",93.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape 2013,"Chateauneuf-du-Pape, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape 2014,"Chateauneuf-du-Pape, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape 2015,"Chateauneuf-du-Pape, Rhone, France",93.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2007,"Chateauneuf-du-Pape, Rhone, France",98.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2011,"Chateauneuf-du-Pape, Rhone, France",94.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2012,"Chateauneuf-du-Pape, Rhone, France",95.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2015,"Chateauneuf-du-Pape, Rhone, France",95.0,False,False,False,True,False,False,False
Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2016,"Chateauneuf-du-Pape, Rhone, France",97.0,False,False,False,True,False,False,False
Domaine de Marcoux Cotes-du-Rhone 2011,"Chateauneuf-du-Pape, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Marcoux Cotes-du-Rhone 2013,"Chateauneuf-du-Pape, Rhone, France",89.0,False,False,False,True,False,False,False
Domaine de Marcoux Cotes-du-Rhone 2016,"Cotes du Rhone, Rhone, France",91.0,False,False,False,True,False,False,False
Domaine de Monpertuis Chateauneuf-du-Pape Cuvee Classique 2010,"Chateauneuf-du-Pape, Rhone, France",93.0,False,False,False,True,False,False,False
Domaine de Montbourgeau L'Etoile Cuvee Speciale 2012,"Jura, France",94.0,False,False,False,False,False,False,True
Domaine de Montbourgeau L'Etoile En Banode 2014,"Jura, France",93.0,False,False,False,False,False,False,True
Domaine de Montbourgeau L'Etoile Vin Jaune 2010,"Jura, France",97.0,False,False,False,False,False,False,True
Domaine de Montille Beaune Les Sizies Premier Cru 2014,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",91.0,False,False,False,True,False,False,False
Domaine de Montille Corton Clos du Roi Grand Cru 2014,"Cote de Beaune, Cote d'Or, Burgundy, France",92.0,False,False,False,True,False,False,False
Domaine de Montille Nuits-St-Georges Aux Thorey Premier Cru 2013,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de Montille Nuits-St-Georges Aux Thorey Premier Cru 2014,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de Montille Nuits-St-Georges Aux Thorey Premier Cru 2016,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de Montille Pommard Les Pezerolles Premier Cru 2009,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",94.0,False,False,False,True,False,False,False
Domaine de Montille Volnay Les Taillepieds Premier Cru 2017,"Volnay, Cote de Beaune, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Domaine de Montille Vosne-Romanee Les Malconsorts Cuvee Christiane 2011,"Burgundy, France",94.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret 2001,"Cotes du Rhone, Rhone, France",89.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Family Reserve Grenache 2014,"Cotes du Rhone Villages, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve 2001,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve 2003,"Cotes du Rhone, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve 2007,"Cotes du Rhone, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve 2009,"Cotes du Rhone, Rhone, France",91.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve 2010,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve 2011,"Cotes du Rhone Villages, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve 2013,"Cotes du Rhone Villages, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Loubie Rose 2015,"Cotes du Rhone Villages, Rhone, France",90.0,False,False,True,False,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Tradition 2003,"Cotes du Rhone, Rhone, France",91.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Tradition 2007,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Mourchon Cotes du Rhone Villages Seguret Tradition 2014,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Nalys Chateauneuf de Pape 2004,"Chateauneuf-du-Pape, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine de Nizas Carignan 2004,"Languedoc, South of France, France",89.0,False,False,False,True,False,False,False
Domaine de Nizas Carignan 2005,"Languedoc, South of France, France",88.0,False,False,False,True,False,False,False
Domaine de Nizas Languedoc Rouge 2003,"Languedoc, South of France, France",91.0,False,False,False,True,False,False,False
Domaine de Nizas Languedoc Rouge 2005,"Languedoc, South of France, France",91.0,False,False,False,True,False,False,False
Domaine de Nizas Languedoc Rouge 2006,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Domaine de Nizas Languedoc Rouge 2007,"Languedoc, South of France, France",88.0,False,False,False,True,False,False,False
Domaine de Nizas Languedoc Rouge 2008,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Domaine de Nizas Languedoc Rouge 2009,"Languedoc, South of France, France",89.0,False,False,False,True,False,False,False
Domaine de Nizas Languedoc Rouge 2011,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Domaine de Nizas Le Mas 2002,"Languedoc, South of France, France",87.0,False,False,False,True,False,False,False
Domaine de Nizas Les Pierres Blanches Rose 2016,"Languedoc, South of France, France",90.0,False,False,True,False,False,False,False
Domaine de Nizas Mas Selleles 2001,"Languedoc, South of France, France",88.0,False,False,False,True,False,False,False
Domaine de Nizas Rose 2006,"Languedoc, South of France, France",90.0,False,False,True,False,False,False,False
Domaine de Nizas Rose 2007,"Languedoc, South of France, France",88.0,False,False,True,False,False,False,False
Domaine de Nizas Rose 2008,"Languedoc, South of France, France",89.0,False,False,True,False,False,False,False
Domaine de Nizas Rose 2009,"Languedoc, South of France, France",90.0,False,False,True,False,False,False,False
Domaine de Nizas Rose 2010,"Languedoc, South of France, France",88.0,False,False,True,False,False,False,False
Domaine de Nizas Rose 2013,"Languedoc, South of France, France",90.0,False,False,True,False,False,False,False
Domaine de Nizas Rose 2014,"Languedoc, South of France, France",89.0,False,False,True,False,False,False,False
Domaine de Nizas Sauvignon Blanc 2004,"Languedoc, South of France, France",87.0,False,False,False,False,False,False,True
Domaine de Noire Chinon Soif de Tendresse Rouge 2008,"Chinon, Touraine, Loire, France",90.0,False,False,False,True,False,False,False
Domaine de Noire Chinon Soif de Tendresse Rouge 2009,"Chinon, Touraine, Loire, France",90.0,False,False,False,True,False,False,False
Domaine de Pallus Chinon Les Pensees de Pallus 2007,"Chinon, Touraine, Loire, France",90.0,False,False,False,True,False,False,False
Domaine de Pallus Chinon Les Pensees de Pallus 2009,"Chinon, Touraine, Loire, France",91.0,False,False,False,True,False,False,False
Domaine de Pallus Chinon Les Pensees de Pallus 2010,"Chinon, Touraine, Loire, France",92.0,False,False,False,True,False,False,False
Domaine de Pallus Chinon Les Pensees de Pallus 2011,"Chinon, Touraine, Loire, France",91.0,False,False,False,True,False,False,False
Domaine de Pallus Chinon Les Pensees de Pallus 2014,"Chinon, Touraine, Loire, France",91.0,False,False,False,True,False,False,False
Domaine de Pallus Messanges Rouge Chinon 2016,"Chinon, Touraine, Loire, France",90.0,False,False,False,True,False,False,False
Domaine de Pignan Chateauneuf-du-Pape 2012,"Chateauneuf-du-Pape, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Pignan Chateauneuf-du-Pape Coralie & Floriane 2012,"Chateauneuf-du-Pape, Rhone, France",92.0,False,False,False,True,False,False,False
Domaine de Poulvalrel Costieres de Nimes 2006,"Languedoc, South of France, France",92.0,False,False,False,True,False,False,False
Domaine de Rochebin Bourgogne Chardonnay Vieilles Vignes 2015,"Burgundy, France",91.0,False,False,False,False,False,False,True
Domaine de Saint Siffrein Chateauneuf-du-Pape 2010,"Chateauneuf-du-Pape, Rhone, France",94.0,False,False,False,True,False,False,False
Domaine de Terrebrune Bandol 2010,"Provence, South of France, France",91.0,False,False,False,True,False,False,False
Domaine de Terrebrune Bandol Rose 2014,"Provence, South of France, France",91.0,False,False,True,False,False,False,False
Domaine de Terrebrune Bandol Rose 2015,"Bandol, Provence, South of France, France",90.0,False,False,True,False,False,False,False
Domaine de Terrebrune Bandol Rose 2017,"Bandol, Provence, South of France, France",93.0,False,False,True,False,False,False,False
Domaine de Trevallon Alpilles 2011,"Provence, South of France, France",92.0,False,False,False,True,False,False,False
Domaine de Triennes Rose 2011,France,88.0,False,False,True,False,False,False,False
Domaine de Triennes Sainte Fleur Viognier 2013,France,88.0,False,False,False,False,False,False,True
Domaine de Triennes St.-Auguste 2010,"Provence, South of France, France",90.0,False,False,False,True,False,False,False
Domaine de Triennes St.-Auguste 2011,"Provence, South of France, France",89.0,False,False,False,True,False,False,False
Domaine de Verquiere Sablet Cotes du Rhone Villages 2011,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Domaine de Villaine Bouzeron Aligote 2017,"Bouzeron, Cote Chalonnaise, Burgundy, France",90.0,False,False,False,False,False,False,True
Domaine des Accoles Chapelle 2012,"Languedoc, South of France, France",88.0,False,False,False,True,False,False,False
Domaine des Baumard Carte d'Or Coteaux du Layon 2004,"Loire, France",90.0,False,False,False,False,False,False,True
Domaine des Baumard Carte d'Or Coteaux du Layon 2005,"Loire, France",92.0,False,False,False,False,False,False,True
Domaine des Baumard Carte d'Or Coteaux du Layon 2010,"Loire, France",93.0,False,False,False,False,False,False,True
Domaine des Baumard Carte d'Or Coteaux du Layon (375ML half-bottle) 2004,"Loire, France",90.0,False,False,False,False,False,False,True
Domaine des Baumard Clos de Sainte Catherine Coteaux du Layon 1997,"Loire, France",93.0,False,False,False,False,False,False,True
Domaine des Baumard Clos de Sainte Catherine Coteaux du Layon 1999,"Loire, France",91.0,False,False,False,False,False,False,True
Domaine des Baumard Clos de Sainte Catherine Coteaux du Layon 2000,"Loire, France",91.0,False,False,False,False,False,False,True
Domaine des Baumard Clos de Sainte Catherine Coteaux du Layon 2004,"Loire, France",93.0,False,False,False,False,False,False,True
Domaine des Baumard Clos du Papillon Savennieres 2002,"Loire, France",94.0,False,False,False,False,False,False,True
Domaine des Baumard Coteaux du Layon Cuvee Le Paon (stained label) 1990,"Loire, France",94.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume 1999,"Loire, France",92.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume 2000,"Loire, France",93.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume 2002,"Loire, France",96.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume 2005,"Anjou, Loire, France",92.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume 2010,"Anjou, Loire, France",94.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume 2011,"Loire, France",92.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume (375ML half-bottle) 1995,"Loire, France",98.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume (375ML half-bottle) 1999,"Loire, France",92.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume (375ML half-bottle) 2000,"Loire, France",93.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume (375ML half-bottle) 2005,"Anjou, Loire, France",92.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume (375ML half-bottle) 2010,"Anjou, Loire, France",94.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume (375ML half-bottle) 2011,"Loire, France",92.0,False,False,False,False,False,False,True
Domaine des Baumard Quarts de Chaume (375ML half-bottle) 2012,"Loire, France",91.0,False,False,False,False,False,False,True
Domaine des Baumard Savennieres 1997,"Loire, France",91.0,False,False,False,False,False,False,True
Domaine des Baumard Savennieres 2002,"Loire, France",91.0,False,False,False,False,False,False,True
Domaine des Baumard Savennieres 2004,"Loire, France",90.0,False,False,False,False,False,False,True
